Country,Date,Deaths,Confirmed,Recovered
Netherlands,03-08-2020,3,265,0
Sweden,03-08-2020,0,203,0
Belgium,03-08-2020,0,200,1
Norway,03-08-2020,0,176,0
Singapore,03-08-2020,0,150,78
HongKong,03-08-2020,3,114,58
Austria,03-08-2020,0,104,0
Malaysia,03-08-2020,0,99,24
Bahrain,03-08-2020,0,85,4
US,03-08-2020,21,537,8
Greece,03-08-2020,0,73,0
Kuwait,03-08-2020,0,64,1
Iraq,03-08-2020,6,60,0
Iceland,03-08-2020,0,50,0
Thailand,03-08-2020,1,50,31
Egypt,03-08-2020,1,49,1
Taiwan,03-08-2020,1,45,13
UnitedArabEmirates,03-08-2020,0,45,7
India,03-08-2020,0,39,3
Israel,03-08-2020,0,39,2
Australia,03-08-2020,4,76,21
SanMarino,03-08-2020,1,36,0
Denmark,03-08-2020,0,35,1
Lebanon,03-08-2020,0,32,1
CzechRepublic,03-08-2020,0,31,0
Portugal,03-08-2020,0,30,0
Vietnam,03-08-2020,0,30,16
Canada,03-08-2020,0,64,8
Finland,03-08-2020,0,23,1
Palestine,03-08-2020,0,22,0
RepublicofIreland,03-08-2020,0,21,0
Brazil,03-08-2020,0,20,0
Algeria,03-08-2020,0,19,0
Ireland,03-08-2020,0,19,0
Russia,03-08-2020,0,17,3
Oman,03-08-2020,0,16,2
Slovenia,03-08-2020,0,16,0
Qatar,03-08-2020,0,15,0
Romania,03-08-2020,0,15,3
Ecuador,03-08-2020,0,14,0
Georgia,03-08-2020,0,13,0
Argentina,03-08-2020,1,12,0
Croatia,03-08-2020,0,12,0
Poland,03-08-2020,0,11,0
SaudiArabia,03-08-2020,0,11,0
Estonia,03-08-2020,0,10,0
Macau,03-08-2020,0,10,10
Philippines,03-08-2020,1,10,1
Azerbaijan,03-08-2020,0,9,0
Chile,03-08-2020,0,8,0
Hungary,03-08-2020,0,7,0
Mexico,03-08-2020,0,7,1
Belarus,03-08-2020,0,6,0
Indonesia,03-08-2020,0,6,0
Pakistan,03-08-2020,0,6,1
Peru,03-08-2020,0,6,0
CostaRica,03-08-2020,0,5,0
DominicanRepublic,03-08-2020,0,5,0
FrenchGuiana,03-08-2020,0,5,0
NewZealand,03-08-2020,0,5,0
Afghanistan,03-08-2020,0,4,0
Bulgaria,03-08-2020,0,4,0
Maldives,03-08-2020,0,4,0
Senegal,03-08-2020,0,4,1
Bangladesh,03-08-2020,0,3,0
BosniaandHerzegovina,03-08-2020,0,3,0
Luxembourg,03-08-2020,0,3,0
Malta,03-08-2020,0,3,0
NorthMacedonia,03-08-2020,0,3,0
SaintBarthelemy,03-08-2020,0,3,0
Slovakia,03-08-2020,0,3,0
SouthAfrica,03-08-2020,0,3,0
Cambodia,03-08-2020,0,2,1
Cameroon,03-08-2020,0,2,0
FaroeIslands,03-08-2020,0,2,0
Latvia,03-08-2020,0,2,0
Martinique,03-08-2020,0,2,0
Morocco,03-08-2020,0,2,0
Tunisia,03-08-2020,0,2,0
Andorra,03-08-2020,0,1,0
Armenia,03-08-2020,0,1,0
Bhutan,03-08-2020,0,1,0
Colombia,03-08-2020,0,1,0
Gibraltar,03-08-2020,0,1,0
Jordan,03-08-2020,0,1,0
Liechtenstein,03-08-2020,0,1,0
Lithuania,03-08-2020,0,1,0
Moldova,03-08-2020,0,1,0
Monaco,03-08-2020,0,1,0
Nepal,03-08-2020,0,1,1
Nigeria,03-08-2020,0,1,0
Paraguay,03-08-2020,0,1,0
Serbia,03-08-2020,0,1,0
SriLanka,03-08-2020,0,1,1
Togo,03-08-2020,0,1,0
Ukraine,03-08-2020,0,1,0
VaticanCity,03-08-2020,0,1,0
China,03-09-2020,3120,80735,58735
Italy,03-09-2020,463,9172,724
SouthKorea,03-09-2020,53,7478,118
Iran,03-09-2020,237,7161,2394
France,03-09-2020,19,1209,12
Germany,03-09-2020,2,1176,18
Spain,03-09-2020,28,1073,32
Others,03-09-2020,6,696,40
Japan,03-09-2020,17,511,76
Switzerland,03-09-2020,2,374,3
Netherlands,03-09-2020,3,321,0
UK,03-09-2020,4,321,18
Sweden,03-09-2020,0,248,1
Belgium,03-09-2020,0,239,1
Norway,03-09-2020,0,205,1
Singapore,03-09-2020,0,150,78
Austria,03-09-2020,0,131,2
Malaysia,03-09-2020,0,117,24
HongKong,03-09-2020,3,115,59
US,03-09-2020,22,605,8
Bahrain,03-09-2020,0,95,14
Denmark,03-09-2020,0,90,1
Greece,03-09-2020,0,73,0
Kuwait,03-09-2020,0,64,1
Iraq,03-09-2020,6,60,9
Iceland,03-09-2020,0,58,0
Egypt,03-09-2020,1,55,12
Thailand,03-09-2020,1,50,31
Australia,03-09-2020,4,91,21
Taiwan,03-09-2020,1,45,15
UnitedArabEmirates,03-09-2020,0,45,7
India,03-09-2020,0,43,3
Israel,03-09-2020,0,39,2
SanMarino,03-09-2020,1,36,0
Canada,03-09-2020,1,76,8
Lebanon,03-09-2020,0,32,1
CzechRepublic,03-09-2020,0,31,0
Finland,03-09-2020,0,30,1
Portugal,03-09-2020,0,30,0
Vietnam,03-09-2020,0,30,16
Brazil,03-09-2020,0,25,0
Palestine,03-09-2020,0,22,0
Ireland,03-09-2020,0,21,0
Algeria,03-09-2020,0,20,0
Philippines,03-09-2020,1,20,1
Indonesia,03-09-2020,0,19,0
Qatar,03-09-2020,0,18,0
Russia,03-09-2020,0,17,3
Oman,03-09-2020,0,16,2
Poland,03-09-2020,0,16,0
Slovenia,03-09-2020,0,16,0
Ecuador,03-09-2020,0,15,0
Georgia,03-09-2020,0,15,0
Romania,03-09-2020,0,15,3
SaudiArabia,03-09-2020,0,15,0
Argentina,03-09-2020,1,12,0
Croatia,03-09-2020,0,12,0
Estonia,03-09-2020,0,10,0
Macau,03-09-2020,0,10,10
Azerbaijan,03-09-2020,0,9,0
CostaRica,03-09-2020,0,9,0
Hungary,03-09-2020,0,9,0
Chile,03-09-2020,0,8,0
Mexico,03-09-2020,0,7,1
Peru,03-09-2020,0,7,0
Belarus,03-09-2020,0,6,1
Latvia,03-09-2020,0,6,0
Pakistan,03-09-2020,0,6,1
DominicanRepublic,03-09-2020,0,5,0
FrenchGuiana,03-09-2020,0,5,0
NewZealand,03-09-2020,0,5,0
Afghanistan,03-09-2020,0,4,0
Bulgaria,03-09-2020,0,4,0
Maldives,03-09-2020,0,4,0
Senegal,03-09-2020,0,4,1
Bangladesh,03-09-2020,0,3,0
BosniaandHerzegovina,03-09-2020,0,3,0
Luxembourg,03-09-2020,0,3,0
Malta,03-09-2020,0,3,0
NorthMacedonia,03-09-2020,0,3,0
Slovakia,03-09-2020,0,3,0
SouthAfrica,03-09-2020,0,3,0
Albania,03-09-2020,0,2,0
Cambodia,03-09-2020,0,2,1
Cameroon,03-09-2020,0,2,0
Cyprus,03-09-2020,0,2,0
FaroeIslands,03-09-2020,0,2,0
Martinique,03-09-2020,0,2,0
Morocco,03-09-2020,0,2,0
Nigeria,03-09-2020,0,2,0
StMartin,03-09-2020,0,2,0
Tunisia,03-09-2020,0,2,0
Andorra,03-09-2020,0,1,0
Armenia,03-09-2020,0,1,0
Bhutan,03-09-2020,0,1,0
Brunei,03-09-2020,0,1,0
Colombia,03-09-2020,0,1,0
Gibraltar,03-09-2020,0,1,0
Jordan,03-09-2020,0,1,0
Liechtenstein,03-09-2020,0,1,0
Lithuania,03-09-2020,0,1,0
Moldova,03-09-2020,0,1,0
Monaco,03-09-2020,0,1,0
Nepal,03-09-2020,0,1,1
Paraguay,03-09-2020,0,1,0
SaintBarthelemy,03-09-2020,0,1,0
Serbia,03-09-2020,0,1,0
SriLanka,03-09-2020,0,1,1
Togo,03-09-2020,0,1,0
Ukraine,03-09-2020,0,1,0
VaticanCity,03-09-2020,0,1,0
China,03-10-2020,3136,80757,60106
Italy,03-10-2020,631,10149,724
IranIslamicRepublicof,03-10-2020,291,8042,2731
RepublicofKorea,03-10-2020,54,7513,247
France,03-10-2020,33,1784,12
Spain,03-10-2020,35,1695,32
Germany,03-10-2020,2,1457,18
Others,03-10-2020,6,696,40
Japan,03-10-2020,10,581,101
Switzerland,03-10-2020,3,491,3
Norway,03-10-2020,0,400,1
Netherlands,03-10-2020,4,382,0
UK,03-10-2020,6,382,18
Sweden,03-10-2020,0,355,1
Belgium,03-10-2020,0,267,1
US,03-10-2020,28,959,8
Denmark,03-10-2020,0,262,1
Austria,03-10-2020,0,182,4
Singapore,03-10-2020,0,160,78
Malaysia,03-10-2020,0,129,24
HongKongSAR,03-10-2020,3,120,65
Bahrain,03-10-2020,0,110,22
Greece,03-10-2020,0,89,0
UnitedArabEmirates,03-10-2020,0,74,12
Iraq,03-10-2020,7,71,3
Iceland,03-10-2020,0,69,1
Kuwait,03-10-2020,0,69,1
Egypt,03-10-2020,1,59,1
Israel,03-10-2020,0,58,4
India,03-10-2020,0,56,4
Australia,03-10-2020,3,107,21
Thailand,03-10-2020,1,53,33
SanMarino,03-10-2020,2,51,0
Taipeiandenvirons,03-10-2020,1,47,17
CzechRepublic,03-10-2020,0,41,0
Lebanon,03-10-2020,1,41,1
Portugal,03-10-2020,0,41,0
Finland,03-10-2020,0,40,1
Canada,03-10-2020,1,79,8
Ireland,03-10-2020,0,34,0
Philippines,03-10-2020,1,33,2
Brazil,03-10-2020,0,31,0
Slovenia,03-10-2020,0,31,0
VietNam,03-10-2020,0,31,16
Indonesia,03-10-2020,0,27,2
Romania,03-10-2020,0,25,3
occupiedPalestinianterritory,03-10-2020,0,25,0
Qatar,03-10-2020,0,24,0
Poland,03-10-2020,0,22,0
Algeria,03-10-2020,0,20,0
SaudiArabia,03-10-2020,0,20,1
Oman,03-10-2020,0,18,9
Argentina,03-10-2020,1,17,0
Pakistan,03-10-2020,0,16,1
Ecuador,03-10-2020,0,15,0
Georgia,03-10-2020,0,15,0
Croatia,03-10-2020,0,14,0
Chile,03-10-2020,0,13,0
Estonia,03-10-2020,0,12,0
Azerbaijan,03-10-2020,0,11,0
Peru,03-10-2020,0,11,0
Albania,03-10-2020,0,10,0
MacaoSAR,03-10-2020,0,10,10
RussianFederation,03-10-2020,0,10,3
Belarus,03-10-2020,0,9,3
CostaRica,03-10-2020,0,9,0
Hungary,03-10-2020,0,9,0
Latvia,03-10-2020,0,8,1
Mexico,03-10-2020,0,7,4
NorthMacedonia,03-10-2020,0,7,0
Slovakia,03-10-2020,0,7,0
SouthAfrica,03-10-2020,0,7,0
Maldives,03-10-2020,0,6,0
Afghanistan,03-10-2020,0,5,0
BosniaandHerzegovina,03-10-2020,0,5,0
DominicanRepublic,03-10-2020,0,5,0
FrenchGuiana,03-10-2020,0,5,0
Luxembourg,03-10-2020,0,5,0
Malta,03-10-2020,0,5,0
NewZealand,03-10-2020,0,5,0
Serbia,03-10-2020,0,5,0
Tunisia,03-10-2020,0,5,0
Bulgaria,03-10-2020,0,4,0
Senegal,03-10-2020,0,4,1
Bangladesh,03-10-2020,0,3,0
Colombia,03-10-2020,0,3,0
Cyprus,03-10-2020,0,3,0
Morocco,03-10-2020,1,3,0
RepublicofMoldova,03-10-2020,0,3,0
Cambodia,03-10-2020,0,2,1
Cameroon,03-10-2020,0,2,0
FaroeIslands,03-10-2020,0,2,0
Martinique,03-10-2020,0,2,0
Nigeria,03-10-2020,0,2,0
SaintMartin,03-10-2020,0,2,0
Andorra,03-10-2020,0,1,0
Armenia,03-10-2020,0,1,0
Bhutan,03-10-2020,0,1,0
Brunei,03-10-2020,0,1,0
BurkinaFaso,03-10-2020,0,1,0
ChannelIslands,03-10-2020,0,1,0
Gibraltar,03-10-2020,0,1,1
HolySee,03-10-2020,0,1,0
Jordan,03-10-2020,0,1,0
Liechtenstein,03-10-2020,0,1,0
Lithuania,03-10-2020,0,1,0
Monaco,03-10-2020,0,1,0
Mongolia,03-10-2020,0,1,0
Nepal,03-10-2020,0,1,1
Panama,03-10-2020,0,1,0
Paraguay,03-10-2020,0,1,0
SaintBarthelemy,03-10-2020,0,1,0
SriLanka,03-10-2020,0,1,1
Togo,03-10-2020,0,1,0
Ukraine,03-10-2020,0,1,0
China,03-11-2020,3161,80921,61644
Italy,03-11-2020,827,12462,1045
Iran,03-11-2020,354,9000,2959
KoreaSouth,03-11-2020,60,7755,288
France,03-11-2020,48,2284,12
Spain,03-11-2020,54,2277,183
Germany,03-11-2020,3,1908,25
CruiseShip,03-11-2020,7,696,325
Switzerland,03-11-2020,4,652,4
Japan,03-11-2020,15,639,118
Norway,03-11-2020,0,598,1
Netherlands,03-11-2020,5,503,0
Sweden,03-11-2020,1,500,1
UnitedKingdom,03-11-2020,8,459,19
Denmark,03-11-2020,0,444,1
US,03-11-2020,36,1281,8
Belgium,03-11-2020,3,314,1
Qatar,03-11-2020,0,262,0
Austria,03-11-2020,0,246,4
Bahrain,03-11-2020,0,195,35
Singapore,03-11-2020,0,178,96
Malaysia,03-11-2020,0,149,26
Israel,03-11-2020,0,109,4
Greece,03-11-2020,1,99,0
Czechia,03-11-2020,0,91,0
Iceland,03-11-2020,0,85,1
UnitedArabEmirates,03-11-2020,0,74,17
Kuwait,03-11-2020,0,72,2
Iraq,03-11-2020,7,71,15
Australia,03-11-2020,3,128,21
India,03-11-2020,1,62,4
SanMarino,03-11-2020,2,62,0
Lebanon,03-11-2020,3,61,1
Egypt,03-11-2020,1,60,27
Finland,03-11-2020,0,59,1
Portugal,03-11-2020,0,59,0
Thailand,03-11-2020,1,59,34
Slovenia,03-11-2020,0,57,0
Philippines,03-11-2020,1,49,2
Taiwan,03-11-2020,1,48,17
Romania,03-11-2020,0,45,6
Ireland,03-11-2020,1,43,0
Canada,03-11-2020,1,108,8
Brazil,03-11-2020,0,38,0
Vietnam,03-11-2020,0,38,16
Indonesia,03-11-2020,1,34,2
Poland,03-11-2020,0,31,0
Georgia,03-11-2020,0,24,0
Chile,03-11-2020,0,23,0
SaudiArabia,03-11-2020,0,21,1
Algeria,03-11-2020,0,20,0
Russia,03-11-2020,0,20,3
Argentina,03-11-2020,1,19,0
Croatia,03-11-2020,0,19,0
Pakistan,03-11-2020,0,19,2
Oman,03-11-2020,0,18,9
Ecuador,03-11-2020,0,17,0
Estonia,03-11-2020,0,16,0
CostaRica,03-11-2020,0,13,0
Hungary,03-11-2020,0,13,0
SouthAfrica,03-11-2020,0,13,0
Albania,03-11-2020,1,12,0
Serbia,03-11-2020,0,12,0
Azerbaijan,03-11-2020,0,11,3
Brunei,03-11-2020,0,11,0
Peru,03-11-2020,0,11,0
Latvia,03-11-2020,0,10,1
Slovakia,03-11-2020,0,10,0
Belarus,03-11-2020,0,9,3
Colombia,03-11-2020,0,9,0
Maldives,03-11-2020,0,8,0
Mexico,03-11-2020,0,8,4
Panama,03-11-2020,1,8,0
Afghanistan,03-11-2020,0,7,0
BosniaandHerzegovina,03-11-2020,0,7,0
Bulgaria,03-11-2020,1,7,0
Luxembourg,03-11-2020,0,7,0
NorthMacedonia,03-11-2020,0,7,0
Tunisia,03-11-2020,0,7,0
Cyprus,03-11-2020,0,6,0
Malta,03-11-2020,0,6,0
DominicanRepublic,03-11-2020,0,5,0
FrenchGuiana,03-11-2020,0,5,0
Morocco,03-11-2020,1,5,0
NewZealand,03-11-2020,0,5,0
Paraguay,03-11-2020,0,5,0
Senegal,03-11-2020,0,4,1
Bangladesh,03-11-2020,0,3,0
Cambodia,03-11-2020,0,3,1
Lithuania,03-11-2020,0,3,0
Martinique,03-11-2020,0,3,0
Moldova,03-11-2020,0,3,0
Bolivia,03-11-2020,0,2,0
BurkinaFaso,03-11-2020,0,2,0
Cameroon,03-11-2020,0,2,0
Honduras,03-11-2020,0,2,0
Nigeria,03-11-2020,0,2,0
SriLanka,03-11-2020,0,2,1
Andorra,03-11-2020,0,1,0
Armenia,03-11-2020,0,1,0
Bhutan,03-11-2020,0,1,0
CongoKinshasa,03-11-2020,0,1,0
CotedIvoire,03-11-2020,0,1,0
HolySee,03-11-2020,0,1,0
Jamaica,03-11-2020,0,1,0
Jordan,03-11-2020,0,1,0
Liechtenstein,03-11-2020,0,1,0
Monaco,03-11-2020,0,1,0
Mongolia,03-11-2020,0,1,0
Nepal,03-11-2020,0,1,1
Reunion,03-11-2020,0,1,0
Togo,03-11-2020,0,1,0
Turkey,03-11-2020,0,1,0
Ukraine,03-11-2020,0,1,0
occupiedPalestinianterritory,03-11-2020,0,0,0
China,03-12-2020,3172,80932,62901
Italy,03-12-2020,827,12462,1045
Iran,03-12-2020,429,10075,2959
KoreaSouth,03-12-2020,66,7869,333
France,03-12-2020,48,2284,12
Spain,03-12-2020,55,2277,183
Germany,03-12-2020,3,2078,25
Norway,03-12-2020,0,702,1
CruiseShip,03-12-2020,7,696,325
Switzerland,03-12-2020,4,652,4
Japan,03-12-2020,16,639,118
Denmark,03-12-2020,0,617,1
Sweden,03-12-2020,1,599,1
Netherlands,03-12-2020,5,503,0
UnitedKingdom,03-12-2020,8,459,19
US,03-12-2020,40,1663,12
Belgium,03-12-2020,3,314,1
Austria,03-12-2020,1,302,4
Qatar,03-12-2020,0,262,0
Bahrain,03-12-2020,0,195,35
Singapore,03-12-2020,0,178,96
Malaysia,03-12-2020,0,149,26
Israel,03-12-2020,0,131,4
Iceland,03-12-2020,0,103,1
Greece,03-12-2020,1,99,0
Czechia,03-12-2020,0,94,0
Slovenia,03-12-2020,0,89,0
UnitedArabEmirates,03-12-2020,0,85,17
Kuwait,03-12-2020,0,80,5
India,03-12-2020,1,73,4
Iraq,03-12-2020,8,71,15
Thailand,03-12-2020,1,70,34
SanMarino,03-12-2020,3,69,0
Egypt,03-12-2020,1,67,27
Australia,03-12-2020,3,128,21
Lebanon,03-12-2020,3,61,1
Finland,03-12-2020,0,59,1
Portugal,03-12-2020,0,59,0
Brazil,03-12-2020,0,52,0
Philippines,03-12-2020,2,52,2
Poland,03-12-2020,1,49,0
Romania,03-12-2020,0,49,6
Taiwan,03-12-2020,1,49,20
Canada,03-12-2020,1,117,8
SaudiArabia,03-12-2020,0,45,1
Ireland,03-12-2020,1,43,0
Vietnam,03-12-2020,0,39,16
Indonesia,03-12-2020,1,34,2
Russia,03-12-2020,0,28,3
Algeria,03-12-2020,1,24,8
Georgia,03-12-2020,0,24,0
Albania,03-12-2020,1,23,0
Chile,03-12-2020,0,23,0
CostaRica,03-12-2020,0,22,0
Pakistan,03-12-2020,0,20,2
Argentina,03-12-2020,1,19,0
Croatia,03-12-2020,0,19,0
Luxembourg,03-12-2020,0,19,0
Serbia,03-12-2020,0,19,0
Oman,03-12-2020,0,18,9
Ecuador,03-12-2020,0,17,0
SouthAfrica,03-12-2020,0,17,0
Estonia,03-12-2020,0,16,0
Slovakia,03-12-2020,0,16,0
Peru,03-12-2020,0,15,0
Hungary,03-12-2020,0,13,0
Belarus,03-12-2020,0,12,3
Mexico,03-12-2020,0,12,4
Azerbaijan,03-12-2020,0,11,3
BosniaandHerzegovina,03-12-2020,0,11,0
Brunei,03-12-2020,0,11,0
Panama,03-12-2020,1,11,0
Latvia,03-12-2020,0,10,1
Colombia,03-12-2020,0,9,0
Maldives,03-12-2020,0,8,0
Afghanistan,03-12-2020,0,7,0
Bulgaria,03-12-2020,1,7,0
NorthMacedonia,03-12-2020,0,7,0
Tunisia,03-12-2020,0,7,0
Cyprus,03-12-2020,0,6,0
Malta,03-12-2020,0,6,0
Morocco,03-12-2020,1,6,0
DominicanRepublic,03-12-2020,0,5,0
FrenchGuiana,03-12-2020,0,5,0
NewZealand,03-12-2020,0,5,0
Paraguay,03-12-2020,0,5,0
Armenia,03-12-2020,0,4,0
Senegal,03-12-2020,0,4,1
Bangladesh,03-12-2020,0,3,0
Cambodia,03-12-2020,0,3,1
Cuba,03-12-2020,0,3,0
Lithuania,03-12-2020,0,3,0
Martinique,03-12-2020,0,3,0
Moldova,03-12-2020,0,3,0
Bolivia,03-12-2020,0,2,0
BurkinaFaso,03-12-2020,0,2,0
Cameroon,03-12-2020,0,2,0
Honduras,03-12-2020,0,2,0
Jamaica,03-12-2020,0,2,0
Monaco,03-12-2020,0,2,0
Nigeria,03-12-2020,0,2,0
SriLanka,03-12-2020,0,2,1
Andorra,03-12-2020,0,1,1
Bhutan,03-12-2020,0,1,0
CongoKinshasa,03-12-2020,0,1,0
CotedIvoire,03-12-2020,0,1,0
Guyana,03-12-2020,1,1,0
HolySee,03-12-2020,0,1,0
Jordan,03-12-2020,0,1,0
Liechtenstein,03-12-2020,0,1,0
Mongolia,03-12-2020,0,1,0
Nepal,03-12-2020,0,1,1
Reunion,03-12-2020,0,1,0
Togo,03-12-2020,0,1,0
Turkey,03-12-2020,0,1,0
Ukraine,03-12-2020,0,1,0
occupiedPalestinianterritory,03-12-2020,0,0,0
China,03-13-2020,3180,80945,64196
Panama,03-13-2020,1,27,0
Australia,03-13-2020,3,200,23
Croatia,03-13-2020,0,32,1
BurkinaFaso,03-13-2020,0,2,0
Albania,03-13-2020,1,33,0
Canada,03-13-2020,1,193,8
UnitedKingdom,03-13-2020,8,801,19
Philippines,03-13-2020,5,64,2
Nepal,03-13-2020,0,1,1
SriLanka,03-13-2020,0,6,1
UnitedArabEmirates,03-13-2020,0,85,17
Thailand,03-13-2020,1,75,35
Cambodia,03-13-2020,0,5,1
SanMarino,03-13-2020,5,80,0
Germany,03-13-2020,7,3675,46
CongoKinshasa,03-13-2020,0,2,0
Honduras,03-13-2020,0,2,0
US,03-13-2020,47,2179,12
Algeria,03-13-2020,2,26,8
Reunion,03-13-2020,0,5,0
Oman,03-13-2020,0,19,9
CruiseShip,03-13-2020,7,696,325
Italy,03-13-2020,1266,17660,1439
Iraq,03-13-2020,9,101,24
Lebanon,03-13-2020,3,77,1
Ukraine,03-13-2020,1,3,0
Austria,03-13-2020,1,504,6
Switzerland,03-13-2020,11,1139,4
Ireland,03-13-2020,1,90,0
Georgia,03-13-2020,0,25,0
Bangladesh,03-13-2020,0,3,0
Kuwait,03-13-2020,0,80,5
NorthMacedonia,03-13-2020,0,14,1
Brazil,03-13-2020,0,151,0
Greece,03-13-2020,1,190,0
Sweden,03-13-2020,1,814,1
Pakistan,03-13-2020,0,28,2
Norway,03-13-2020,0,996,1
France,03-13-2020,79,3667,12
Turkey,03-13-2020,0,5,0
Bahrain,03-13-2020,0,189,44
Iceland,03-13-2020,0,134,1
Ecuador,03-13-2020,0,17,0
Estonia,03-13-2020,0,79,0
Denmark,03-13-2020,0,804,1
Netherlands,03-13-2020,10,804,0
Cuba,03-13-2020,0,4,0
Nigeria,03-13-2020,0,2,0
Lithuania,03-13-2020,0,6,0
NewZealand,03-13-2020,0,5,0
Belarus,03-13-2020,0,27,3
Azerbaijan,03-13-2020,1,15,3
Armenia,03-13-2020,0,8,0
Kazakhstan,03-13-2020,0,4,0
Iran,03-13-2020,514,11364,2959
Israel,03-13-2020,0,161,4
CaymanIslands,03-13-2020,0,1,0
Japan,03-13-2020,19,701,118
Czechia,03-13-2020,0,141,0
Qatar,03-13-2020,0,320,0
Singapore,03-13-2020,0,200,97
Guadeloupe,03-13-2020,0,1,0
DominicanRepublic,03-13-2020,0,5,0
Egypt,03-13-2020,2,80,27
Bolivia,03-13-2020,0,3,0
Indonesia,03-13-2020,4,69,2
KoreaSouth,03-13-2020,66,7979,510
Latvia,03-13-2020,0,17,1
Senegal,03-13-2020,0,10,1
Ethiopia,03-13-2020,0,1,0
Sudan,03-13-2020,1,1,0
Portugal,03-13-2020,0,112,1
Andorra,03-13-2020,0,1,0
Guinea,03-13-2020,0,1,0
AntiguaandBarbuda,03-13-2020,0,1,0
Belgium,03-13-2020,3,559,1
Russia,03-13-2020,0,45,3
India,03-13-2020,2,82,4
Morocco,03-13-2020,1,7,1
Aruba,03-13-2020,0,2,0
Argentina,03-13-2020,2,31,0
Chile,03-13-2020,0,43,0
Jordan,03-13-2020,0,1,1
Kenya,03-13-2020,0,1,0
Poland,03-13-2020,2,68,0
Hungary,03-13-2020,0,19,0
Slovenia,03-13-2020,0,141,0
Finland,03-13-2020,0,155,1
SouthAfrica,03-13-2020,0,24,0
BosniaandHerzegovina,03-13-2020,0,13,0
SaudiArabia,03-13-2020,0,86,1
CotedIvoire,03-13-2020,0,1,0
Luxembourg,03-13-2020,0,34,0
CostaRica,03-13-2020,0,23,0
Bhutan,03-13-2020,0,1,0
Spain,03-13-2020,133,5232,193
Malaysia,03-13-2020,0,197,26
HolySee,03-13-2020,0,1,0
Serbia,03-13-2020,0,35,0
Cameroon,03-13-2020,0,2,0
Slovakia,03-13-2020,0,32,0
Togo,03-13-2020,0,1,0
Peru,03-13-2020,0,28,0
Romania,03-13-2020,0,89,7
Mexico,03-13-2020,0,12,4
Colombia,03-13-2020,0,13,0
Brunei,03-13-2020,0,37,0
Martinique,03-13-2020,0,3,0
FrenchGuiana,03-13-2020,0,5,0
Malta,03-13-2020,0,12,1
Paraguay,03-13-2020,0,6,0
Moldova,03-13-2020,0,6,0
Maldives,03-13-2020,0,9,0
Bulgaria,03-13-2020,1,23,0
Tunisia,03-13-2020,0,16,0
Cyprus,03-13-2020,0,14,0
Vietnam,03-13-2020,0,47,16
Mongolia,03-13-2020,0,1,0
Jamaica,03-13-2020,0,8,0
Afghanistan,03-13-2020,0,7,0
Monaco,03-13-2020,0,2,0
Liechtenstein,03-13-2020,0,1,0
Guyana,03-13-2020,1,1,0
Taiwan,03-13-2020,1,50,20
China,03-14-2020,3193,80977,65660
Italy,03-14-2020,1441,21157,1966
Iran,03-14-2020,611,12729,2959
KoreaSouth,03-14-2020,72,8086,510
Spain,03-14-2020,195,6391,517
Germany,03-14-2020,9,4585,46
France,03-14-2020,91,4480,12
Switzerland,03-14-2020,13,1359,4
UnitedKingdom,03-14-2020,21,1143,19
Norway,03-14-2020,3,1090,1
Sweden,03-14-2020,2,961,1
Netherlands,03-14-2020,12,959,2
Denmark,03-14-2020,1,836,1
Japan,03-14-2020,22,773,118
CruiseShip,03-14-2020,7,696,325
Belgium,03-14-2020,4,689,1
Austria,03-14-2020,1,655,6
US,03-14-2020,54,2726,12
Qatar,03-14-2020,0,337,4
Malaysia,03-14-2020,0,238,35
Greece,03-14-2020,3,228,8
Finland,03-14-2020,0,225,1
Singapore,03-14-2020,0,212,105
Bahrain,03-14-2020,0,210,44
Israel,03-14-2020,0,193,4
Czechia,03-14-2020,0,189,0
Slovenia,03-14-2020,1,181,0
Portugal,03-14-2020,0,169,2
Iceland,03-14-2020,0,156,1
Brazil,03-14-2020,0,151,0
Ireland,03-14-2020,2,129,0
Romania,03-14-2020,0,123,9
Estonia,03-14-2020,0,115,0
Australia,03-14-2020,3,250,23
Philippines,03-14-2020,8,111,2
Iraq,03-14-2020,10,110,26
Egypt,03-14-2020,2,109,27
Kuwait,03-14-2020,0,104,5
Poland,03-14-2020,3,103,0
SaudiArabia,03-14-2020,0,103,1
India,03-14-2020,2,102,4
Indonesia,03-14-2020,5,96,8
Lebanon,03-14-2020,3,93,1
UnitedArabEmirates,03-14-2020,0,85,17
Thailand,03-14-2020,1,82,35
SanMarino,03-14-2020,5,80,4
Canada,03-14-2020,1,196,8
Chile,03-14-2020,0,61,0
Russia,03-14-2020,0,59,8
Taiwan,03-14-2020,1,53,20
Vietnam,03-14-2020,0,53,16
Luxembourg,03-14-2020,1,51,0
Serbia,03-14-2020,0,46,0
Slovakia,03-14-2020,0,44,0
Bulgaria,03-14-2020,2,41,0
Brunei,03-14-2020,0,40,0
Albania,03-14-2020,1,38,0
Croatia,03-14-2020,0,38,1
Peru,03-14-2020,0,38,0
SouthAfrica,03-14-2020,0,38,0
Algeria,03-14-2020,3,37,12
Panama,03-14-2020,1,36,0
Argentina,03-14-2020,2,34,1
Pakistan,03-14-2020,0,31,2
Georgia,03-14-2020,0,30,0
Hungary,03-14-2020,0,30,1
Ecuador,03-14-2020,2,28,0
Belarus,03-14-2020,0,27,3
